record_id,year,state,district,agro_climatic_region,crop,season,annual_rainfall_mm,rainfall_anomaly_pct,avg_temperature_c,max_temperature_c,min_temperature_c,temperature_anomaly_c,humidity_pct,soil_moisture_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,irrigation_pct,hot_days,consecutive_dry_days,heavy_rain_days,cultivated_area_ha,drought_risk_score,drought_risk,heat_risk_score,heat_risk,flood_risk_score,flood_risk,overall_climate_risk_score,overall_climate_risk,yield_tonnes_per_ha,production_tonnes
5791,2021,Maharashtra,Nagpur,Vidarbha,Rice,Kharif,1351.9,42.3,28.3,35.89,18.93,1.3,59.1,51.8,6.34,252.3,28.3,383.0,0.0,25,1,11,9333.5,0.2,Low,23.6,Low,24.8,Low,14.1,Low,1.804,16834.6
5792,2007,Maharashtra,Gadchiroli,Vidarbha,Cotton,Kharif,1051.5,10.7,26.94,33.4,17.31,-0.06,63.9,56.5,7.57,225.4,25.8,413.9,19.6,3,1,6,4517.3,0.2,Low,2.2,Low,17.0,Low,5.1,Low,0.241,1088.9
5793,2024,Maharashtra,Kolhapur,Western Maharashtra,Soybean,Kharif,779.6,-2.5,26.82,38.39,21.1,1.32,50.8,45.1,5.2,185.3,16.5,263.4,25.6,31,21,6,1259.1,5.2,Low,41.9,Medium,13.5,Low,19.4,Low,0.472,593.8
5794,2020,Maharashtra,Amravati,Vidarbha,Cotton,Kharif,1098.4,15.6,29.28,39.21,23.32,2.28,68.6,45.9,7.53,225.2,30.4,269.0,38.9,49,0,4,3268.4,0.0,Low,59.9,Medium,15.8,Low,23.7,Low,0.157,512.6
5795,2012,Maharashtra,Nashik,Western Maharashtra,Soybean,Kharif,728.6,-8.9,24.85,32.24,18.57,-0.65,71.1,46.4,7.3,290.0,31.8,368.0,55.8,9,9,4,13466.6,2.2,Low,6.8,Low,9.0,Low,5.4,Low,0.686,9240.7
5796,2025,Maharashtra,Osmanabad,Marathwada,Soybean,Kharif,865.1,23.6,29.07,37.55,23.07,2.07,48.0,51.0,6.8,153.3,39.8,345.7,43.7,26,20,6,2478.2,5.0,Low,33.5,Low,13.5,Low,16.5,Low,0.539,1336.9
5797,2005,Maharashtra,Solapur,Western Maharashtra,Wheat,Rabi,867.4,8.4,25.95,36.24,19.2,0.45,57.4,49.0,6.36,314.2,33.5,373.5,70.3,24,18,5,3835.4,4.5,Low,24.8,Low,29.2,Low,17.4,Low,0.59,2262.8
5798,2004,Maharashtra,Nashik,Western Maharashtra,Sugarcane,Annual,937.1,17.1,25.76,33.12,19.7,0.26,54.7,33.1,7.64,181.0,40.9,144.1,81.5,6,26,6,3340.4,18.2,Low,4.5,Low,13.5,Low,12.5,Low,26.812,89562.6
5799,2006,Maharashtra,Nanded,Marathwada,Sugarcane,Annual,654.6,-6.5,28.73,35.33,23.17,1.73,61.9,34.3,5.69,183.4,29.4,338.4,96.0,10,20,5,19251.0,29.7,Low,9.3,Low,11.2,Low,18.4,Low,49.342,949892.3
5800,2020,Maharashtra,Amravati,Vidarbha,Sugarcane,Annual,965.7,1.7,26.84,37.66,17.6,-0.16,64.4,38.2,6.67,276.3,32.4,346.9,100.0,30,22,7,9403.6,15.9,Low,37.1,Medium,15.7,Low,22.9,Low,41.088,386379.3
5801,2016,Maharashtra,Sindhudurg,Konkan,Wheat,Rabi,3693.3,47.7,26.19,33.11,17.56,-0.81,70.8,63.9,7.17,271.1,21.3,277.4,88.2,0,0,21,3165.8,0.0,Low,0.0,Low,100.0,High,25.0,Low,0.08,253.3
5802,2025,Maharashtra,Nandurbar,Khandesh,Sugarcane,Annual,675.6,-6.2,28.27,37.29,19.96,0.77,36.6,18.6,6.59,193.4,25.2,519.1,68.2,25,41,4,3607.9,45.5,Medium,31.3,Low,9.0,Low,31.7,Low,42.054,151725.3
5803,2001,Maharashtra,Akola,Vidarbha,Sugarcane,Annual,1075.9,13.2,27.17,34.24,18.24,0.17,64.6,35.9,6.88,289.2,21.2,309.4,94.0,13,17,6,2420.2,9.5,Low,9.8,Low,13.5,Low,10.6,Low,50.676,122645.6
5804,2019,Maharashtra,Jalna,Marathwada,Cotton,Kharif,704.3,0.6,27.74,35.79,20.2,0.74,55.6,47.7,7.32,105.4,25.5,225.2,30.9,14,5,2,1651.8,1.2,Low,14.8,Low,4.5,Low,6.5,Low,0.188,310.1
5805,2018,Maharashtra,Ratnagiri,Konkan,Soybean,Kharif,2483.7,-0.7,29.3,40.66,21.24,2.3,83.8,59.1,6.06,217.2,29.3,297.7,29.9,53,0,15,20124.8,0.0,Low,70.9,High,100.0,High,48.4,Medium,0.08,1610.0
5806,2022,Maharashtra,Bhandara,Vidarbha,Soybean,Kharif,1059.6,11.5,28.63,35.03,21.95,1.63,52.3,59.1,7.56,318.4,35.0,377.1,41.5,17,13,5,4423.0,3.2,Low,12.9,Low,20.2,Low,10.7,Low,0.7,3095.4
5807,2012,Maharashtra,Thane,Konkan,Cotton,Kharif,2038.4,-18.5,27.63,35.99,20.11,0.63,71.9,69.4,7.93,259.7,34.8,295.1,62.5,19,0,13,982.9,0.0,Low,19.7,Low,100.0,High,31.5,Low,0.08,78.6
5808,2014,Maharashtra,Nashik,Western Maharashtra,Soybean,Kharif,550.5,-31.2,25.62,32.71,15.6,0.12,58.1,35.7,7.45,220.3,20.9,252.4,0.0,2,35,4,4119.3,16.3,Low,1.5,Low,9.0,Low,9.6,Low,0.549,2262.1
5809,2021,Maharashtra,Hingoli,Marathwada,Sugarcane,Annual,467.0,-33.3,27.37,37.19,15.11,0.37,57.0,27.6,7.73,379.8,19.7,371.7,62.4,16,55,3,11565.4,49.6,Medium,24.1,Low,6.8,Low,30.5,Low,39.811,460431.7
5810,2025,Maharashtra,Ratnagiri,Konkan,Wheat,Rabi,3405.8,36.2,26.95,34.1,18.33,-0.05,67.6,62.7,7.85,308.8,37.5,295.8,97.9,12,0,21,652.9,0.0,Low,9.0,Low,100.0,High,28.0,Low,0.08,52.2
5811,2017,Maharashtra,Bhandara,Vidarbha,Rice,Kharif,875.8,-7.8,26.43,35.23,17.82,-0.57,56.7,28.1,5.76,221.7,22.6,292.8,12.3,18,33,5,6959.3,21.6,Low,14.8,Low,11.2,Low,16.8,Low,1.219,8484.8
5812,2009,Maharashtra,Parbhani,Marathwada,Maize,Kharif,765.8,9.4,26.58,38.21,15.28,-0.42,55.7,36.0,7.93,208.0,20.8,424.7,36.2,34,31,5,3269.1,7.8,Low,43.1,Medium,11.2,Low,20.3,Low,1.939,6338.7
5813,2013,Maharashtra,Latur,Marathwada,Cotton,Kharif,715.0,2.1,27.35,38.02,19.56,0.35,64.9,46.5,6.3,265.3,31.0,421.7,55.6,32,28,3,23093.3,7.0,Low,40.6,Medium,6.8,Low,18.0,Low,0.321,7414.8
5814,2003,Maharashtra,Osmanabad,Marathwada,Maize,Kharif,696.1,-0.6,25.47,34.56,17.57,-1.53,47.9,40.4,6.91,450.4,16.1,365.9,33.4,7,19,2,6613.4,4.8,Low,5.2,Low,4.5,Low,4.9,Low,2.872,18993.5
5815,2008,Maharashtra,Gondia,Vidarbha,Rice,Kharif,1073.9,13.0,27.52,33.93,18.05,0.52,51.0,46.1,6.99,380.8,13.4,454.6,28.1,15,16,4,3026.6,5.6,Low,11.2,Low,9.0,Low,8.3,Low,2.232,6755.5
5816,2022,Maharashtra,Raigad,Konkan,Wheat,Rabi,2628.5,5.1,30.15,39.12,22.49,3.15,71.2,45.9,5.33,169.5,37.3,407.9,46.3,54,0,14,9290.2,0.0,Low,63.2,Medium,100.0,High,45.8,Medium,0.08,743.2
5817,2020,Maharashtra,Gondia,Vidarbha,Cotton,Kharif,971.1,2.2,25.51,31.95,18.58,-1.49,63.1,51.9,7.6,233.5,33.7,432.1,39.3,2,0,4,2810.7,0.0,Low,1.5,Low,9.0,Low,2.7,Low,0.242,681.0
5818,2025,Maharashtra,Sangli,Western Maharashtra,Soybean,Kharif,964.4,20.5,26.55,37.96,19.2,1.05,54.2,55.2,5.9,80.0,25.0,228.9,38.2,38,7,4,9281.7,1.8,Low,44.8,Medium,11.0,Low,18.2,Low,0.477,4425.0
5819,2011,Maharashtra,Thane,Konkan,Soybean,Kharif,2607.6,4.3,27.64,37.0,18.98,0.64,82.9,59.4,7.2,243.3,28.4,489.0,53.4,24,0,19,5887.6,0.0,Low,29.0,Low,100.0,High,34.6,Medium,0.08,471.0
5820,2007,Maharashtra,Akola,Vidarbha,Soybean,Kharif,1092.2,15.0,29.63,36.42,21.8,2.63,55.4,59.7,5.84,291.9,41.3,80.0,37.0,20,6,4,4568.7,1.5,Low,22.8,Low,20.3,Low,13.2,Low,0.392,1790.1
5821,2006,Maharashtra,Mumbai Suburban,Konkan,Soybean,Kharif,2507.9,0.3,27.02,40.35,18.66,0.02,74.7,58.5,6.08,279.5,29.4,337.8,58.9,54,0,15,8307.0,0.0,Low,69.9,High,100.0,High,48.1,Medium,0.08,664.6
5822,2005,Maharashtra,Mumbai Suburban,Konkan,Cotton,Kharif,2786.0,11.4,28.33,37.76,15.17,1.33,78.1,55.1,6.99,222.2,34.8,431.7,44.6,29,0,17,20043.1,0.0,Low,36.9,Medium,100.0,High,37.2,Medium,0.08,1603.4
5823,2018,Maharashtra,Thane,Konkan,Maize,Kharif,2328.5,-6.9,26.82,32.91,20.99,-0.18,75.6,62.6,7.71,294.2,19.0,484.0,28.2,5,0,14,3120.2,0.0,Low,3.8,Low,100.0,High,26.2,Low,0.08,249.6
5824,2019,Maharashtra,Raigad,Konkan,Soybean,Kharif,2123.0,-15.1,29.12,39.73,21.96,2.12,77.1,61.7,6.8,350.7,21.7,199.6,20.7,48,0,11,12097.9,0.0,Low,62.0,Medium,100.0,High,45.5,Medium,0.08,967.8
5825,2020,Maharashtra,Washim,Vidarbha,Wheat,Rabi,650.4,-31.5,27.86,33.6,21.99,0.86,63.0,54.5,7.6,317.2,21.3,359.1,26.0,7,33,5,2345.9,8.2,Low,5.2,Low,11.2,Low,8.0,Low,0.353,828.2
5826,2022,Maharashtra,Jalna,Marathwada,Rice,Kharif,729.0,4.1,27.08,34.78,22.78,0.08,54.8,23.3,6.22,244.0,34.2,268.7,43.3,5,45,8,1580.0,36.7,Medium,3.8,Low,18.0,Low,21.2,Low,1.512,2388.7
5827,2005,Maharashtra,Nanded,Marathwada,Soybean,Kharif,796.3,13.8,26.38,28.2,16.96,-0.62,56.9,56.0,7.58,311.7,17.5,301.5,26.0,0,24,7,14588.1,6.0,Low,0.0,Low,15.7,Low,6.5,Low,0.788,11490.4
5828,2023,Maharashtra,Akola,Vidarbha,Cotton,Kharif,960.1,1.1,27.1,35.83,22.01,0.1,40.7,56.9,7.41,331.8,25.0,227.9,31.7,24,13,7,2519.9,3.2,Low,22.6,Low,15.7,Low,12.7,Low,0.261,656.9
5829,2004,Maharashtra,Akola,Vidarbha,Soybean,Kharif,1127.9,18.7,26.98,34.25,17.93,-0.02,55.8,56.7,7.32,134.4,22.3,197.1,18.5,10,10,6,2639.5,2.5,Low,7.5,Low,27.5,Low,10.4,Low,0.46,1214.1
5830,2012,Maharashtra,Thane,Konkan,Soybean,Kharif,2930.8,17.2,26.14,34.35,17.85,-0.86,87.6,71.4,7.06,334.6,33.0,438.4,15.1,9,0,15,2006.2,0.0,Low,6.8,Low,100.0,High,27.2,Low,0.08,160.5
5831,2006,Maharashtra,Parbhani,Marathwada,Sugarcane,Annual,921.6,31.7,26.14,32.98,17.25,-0.86,64.1,40.1,7.31,228.3,24.2,289.3,96.9,4,21,9,4096.9,17.7,Low,3.0,Low,20.2,Low,13.5,Low,33.18,135936.9
5832,2025,Maharashtra,Beed,Marathwada,Rice,Kharif,610.9,-12.7,27.49,36.43,19.35,0.49,66.4,42.2,6.9,175.2,25.7,219.0,19.7,13,29,5,2532.9,31.8,Low,17.6,Low,11.2,Low,22.0,Low,1.07,2709.8
5833,2021,Maharashtra,Jalgaon,Khandesh,Sugarcane,Annual,799.0,11.0,26.7,37.65,15.92,-0.8,54.4,23.7,7.13,303.9,17.9,257.5,85.6,35,39,8,8058.9,34.1,Medium,40.8,Medium,18.0,Low,32.3,Low,33.027,266158.3
5834,2004,Maharashtra,Ahmednagar,Western Maharashtra,Soybean,Kharif,830.3,3.8,26.01,38.61,15.89,0.51,56.5,52.0,6.92,258.7,33.0,303.1,23.5,33,11,5,31428.7,2.8,Low,44.6,Medium,11.2,Low,18.7,Low,0.654,20553.2
5835,2023,Maharashtra,Chandrapur,Vidarbha,Sugarcane,Annual,899.7,-5.3,28.62,39.68,17.96,1.62,50.5,32.2,7.75,251.7,26.8,424.7,55.7,44,30,6,567.4,20.9,Low,58.8,Medium,13.5,Low,31.6,Low,55.321,31389.3
5836,2008,Maharashtra,Hingoli,Marathwada,Soybean,Kharif,417.6,-40.3,26.6,36.99,20.18,-0.4,73.9,31.4,7.59,212.6,19.6,285.1,22.5,13,33,5,2671.4,27.2,Low,20.7,Low,11.2,Low,21.1,Low,0.44,1176.7
5837,2018,Maharashtra,Bhandara,Vidarbha,Sugarcane,Annual,830.0,-12.6,28.55,35.43,20.56,1.55,68.3,27.4,8.02,228.4,35.7,394.7,100.0,22,29,5,4755.0,26.5,Low,18.9,Low,11.2,Low,20.2,Low,59.593,283362.9
5838,2005,Maharashtra,Washim,Vidarbha,Sugarcane,Annual,978.3,3.0,27.27,37.73,17.95,0.27,57.9,50.9,6.4,229.5,30.2,354.4,87.5,20,17,2,2854.5,14.0,Low,30.0,Low,4.5,Low,16.9,Low,37.497,107036.6
5839,2017,Maharashtra,Akola,Vidarbha,Wheat,Rabi,993.6,4.6,28.83,41.19,15.42,1.83,50.7,47.9,7.16,208.8,36.5,373.6,39.7,56,19,7,11861.7,4.8,Low,76.0,High,46.4,Medium,38.7,Medium,0.085,1011.7
5840,2012,Maharashtra,Osmanabad,Marathwada,Soybean,Kharif,683.0,-2.4,28.14,35.71,20.78,1.14,42.6,40.9,7.31,392.5,32.4,470.3,35.9,14,31,5,2198.1,7.8,Low,14.4,Low,11.2,Low,10.8,Low,0.926,2036.3
5841,2011,Maharashtra,Wardha,Vidarbha,Sugarcane,Annual,842.2,-11.3,28.33,36.42,22.47,1.33,70.3,43.2,7.05,194.2,23.0,240.2,85.7,23,16,7,5722.1,20.1,Low,25.1,Low,15.7,Low,20.6,Low,45.742,261742.4
5842,2024,Maharashtra,Sangli,Western Maharashtra,Cotton,Kharif,808.3,1.0,26.06,33.19,15.34,0.56,52.4,30.3,7.72,217.2,31.8,285.3,15.5,4,23,9,7110.3,5.8,Low,3.0,Low,20.2,Low,8.5,Low,0.21,1493.5
5843,2011,Maharashtra,Jalna,Marathwada,Rice,Kharif,604.8,-13.6,27.37,37.13,21.22,0.37,55.1,36.1,7.67,244.5,31.0,413.9,60.9,36,38,4,1658.8,34.4,Medium,38.7,Medium,9.0,Low,29.5,Low,1.33,2205.6
5844,2017,Maharashtra,Osmanabad,Marathwada,Rice,Kharif,796.9,13.8,29.46,37.43,24.24,2.46,65.9,42.2,7.09,340.7,40.2,304.8,53.2,27,17,4,2076.7,19.6,Low,33.6,Low,9.0,Low,21.6,Low,1.41,2928.4
5845,2008,Maharashtra,Latur,Marathwada,Maize,Kharif,757.9,8.3,26.11,36.15,17.63,-0.89,62.5,45.8,6.41,254.9,27.3,258.8,12.2,9,45,8,7406.0,11.2,Low,13.1,Low,18.0,Low,13.5,Low,1.699,12585.9
5846,2004,Maharashtra,Thane,Konkan,Maize,Kharif,1526.9,-38.9,26.49,36.14,20.04,-0.51,71.1,69.0,6.34,135.3,12.4,209.3,42.1,13,0,8,1292.4,0.0,Low,16.0,Low,61.2,Medium,20.6,Low,0.499,644.4
5847,2021,Maharashtra,Latur,Marathwada,Maize,Kharif,631.6,-9.8,27.45,35.17,21.96,0.45,68.0,44.5,7.89,240.8,52.8,238.9,33.9,14,37,4,6442.1,9.8,Low,11.5,Low,9.0,Low,10.1,Low,1.565,10082.7
5848,2016,Maharashtra,Mumbai Suburban,Konkan,Cotton,Kharif,2544.9,1.8,27.88,33.51,18.8,0.88,77.7,65.2,7.21,184.8,30.2,377.7,66.5,0,0,17,1326.9,0.0,Low,0.0,Low,100.0,High,25.0,Low,0.08,106.2
5849,2010,Maharashtra,Kolhapur,Western Maharashtra,Soybean,Kharif,771.4,-3.6,25.47,33.39,17.92,-0.03,56.0,29.7,7.07,424.4,37.9,399.0,9.2,15,26,1,2527.5,6.8,Low,11.2,Low,2.2,Low,7.1,Low,0.866,2188.8
5850,2014,Maharashtra,Dhule,Khandesh,Rice,Kharif,757.5,5.2,28.93,34.15,19.44,1.43,47.4,26.1,7.46,304.9,33.3,496.6,53.7,13,42,4,13325.7,31.6,Low,9.8,Low,9.0,Low,18.8,Low,1.382,18412.0
5851,2018,Maharashtra,Aurangabad,Marathwada,Maize,Kharif,626.0,-10.6,28.17,36.8,18.08,1.17,60.8,53.0,6.96,327.2,20.7,456.9,45.1,36,29,4,5592.1,8.2,Low,36.9,Medium,9.0,Low,17.9,Low,1.653,9243.6
5852,2006,Maharashtra,Jalgaon,Khandesh,Rice,Kharif,592.3,-17.7,27.65,37.93,22.45,0.15,63.7,30.1,7.7,365.8,42.9,226.5,37.6,45,52,7,1075.8,38.5,Medium,49.8,Medium,15.7,Low,36.6,Medium,1.276,1372.6
5853,2009,Maharashtra,Ratnagiri,Konkan,Soybean,Kharif,2270.9,-9.2,25.88,33.2,17.09,-1.12,71.0,60.3,6.08,157.2,29.5,359.4,41.0,0,0,12,1903.8,0.0,Low,0.0,Low,100.0,High,25.0,Low,0.08,152.3
5854,2005,Maharashtra,Ratnagiri,Konkan,Sugarcane,Annual,2804.6,12.2,25.29,33.02,17.24,-1.71,84.3,64.4,7.37,292.7,16.2,165.0,74.0,0,0,18,5873.3,0.0,Low,0.0,Low,81.9,High,20.5,Low,8.185,48070.3
5855,2012,Maharashtra,Nandurbar,Khandesh,Cotton,Kharif,761.6,5.8,25.69,34.39,17.81,-1.81,46.7,33.4,8.06,260.5,30.9,229.8,30.8,0,43,4,3241.6,10.8,Low,0.0,Low,9.0,Low,6.8,Low,0.248,804.5
5856,2016,Maharashtra,Latur,Marathwada,Soybean,Kharif,798.0,14.0,29.43,38.02,21.41,2.43,52.0,62.2,7.42,273.4,32.9,330.7,22.7,31,8,3,4885.8,2.0,Low,39.9,Medium,6.8,Low,15.7,Low,0.547,2673.2
5857,2002,Maharashtra,Nashik,Western Maharashtra,Wheat,Rabi,457.7,-42.8,27.46,37.21,19.39,1.96,72.6,28.5,6.9,365.5,27.8,281.9,26.2,21,65,3,23230.0,17.7,Low,27.9,Low,6.8,Low,18.3,Low,0.391,9084.6
5858,2017,Maharashtra,Solapur,Western Maharashtra,Rice,Kharif,720.1,-10.0,25.15,34.21,17.8,-0.35,64.6,40.6,7.38,223.8,19.3,194.0,34.8,7,39,4,1112.5,28.9,Low,5.2,Low,9.0,Low,16.1,Low,1.122,1248.7
5859,2016,Maharashtra,Solapur,Western Maharashtra,Maize,Kharif,561.3,-29.8,26.66,33.56,18.09,1.16,49.5,39.2,8.29,264.0,31.8,127.1,28.5,14,50,2,4564.6,19.1,Low,10.5,Low,4.5,Low,12.6,Low,1.518,6928.5
5860,2013,Maharashtra,Osmanabad,Marathwada,Soybean,Kharif,643.1,-8.1,28.19,40.56,21.92,1.19,56.8,43.6,7.61,271.8,36.0,330.4,28.7,50,46,7,6383.8,11.5,Low,68.1,High,15.7,Low,31.2,Low,0.765,4885.2
5861,2010,Maharashtra,Satara,Western Maharashtra,Soybean,Kharif,924.4,15.5,26.47,35.31,21.14,0.97,54.4,44.4,7.46,230.0,14.2,108.3,12.0,10,16,4,3012.0,4.0,Low,9.2,Low,9.0,Low,7.0,Low,0.559,1685.1
5862,2005,Maharashtra,Latur,Marathwada,Rice,Kharif,589.6,-15.8,26.68,35.65,17.24,-0.32,68.5,22.5,6.89,186.6,40.9,300.8,32.3,26,38,6,7971.3,42.6,Medium,23.1,Low,13.5,Low,28.9,Low,1.027,8188.7
5863,2011,Maharashtra,Jalna,Marathwada,Soybean,Kharif,547.9,-21.7,26.53,35.99,18.17,-0.47,51.6,39.0,7.94,198.2,27.7,264.3,41.7,23,30,1,4401.1,15.2,Low,22.7,Low,2.2,Low,14.5,Low,0.575,2529.7
5864,2005,Maharashtra,Nanded,Marathwada,Maize,Kharif,589.8,-15.7,26.44,33.56,19.26,-0.56,53.1,36.8,7.85,222.9,21.7,179.4,62.3,0,48,4,4411.0,16.1,Low,0.0,Low,9.0,Low,9.0,Low,1.803,7952.6
5865,2018,Maharashtra,Gadchiroli,Vidarbha,Cotton,Kharif,905.4,-4.7,28.5,37.92,22.64,1.5,66.4,45.3,7.22,290.4,30.5,285.5,20.1,23,12,3,2430.0,3.0,Low,33.3,Low,6.8,Low,13.9,Low,0.232,564.8
5866,2012,Maharashtra,Palghar,Konkan,Soybean,Kharif,2753.0,10.1,29.08,38.64,19.22,2.08,84.6,60.4,7.51,276.9,43.0,299.5,2.8,27,0,18,25107.9,0.0,Low,40.3,Medium,100.0,High,38.3,Medium,0.08,2008.6
5867,2016,Maharashtra,Osmanabad,Marathwada,Cotton,Kharif,801.9,14.6,26.93,36.63,17.92,-0.07,56.2,55.0,6.14,224.6,27.0,372.4,51.3,26,7,8,3144.7,1.8,Low,28.5,Low,18.0,Low,14.6,Low,0.281,883.0
5868,2012,Maharashtra,Nagpur,Vidarbha,Sugarcane,Annual,1344.5,41.5,27.4,34.89,20.05,0.4,65.8,48.5,7.22,376.8,37.5,380.8,67.5,1,4,7,6186.1,1.0,Low,0.8,Low,15.7,Low,4.6,Low,63.618,393546.7
5869,2006,Maharashtra,Gondia,Vidarbha,Rice,Kharif,861.9,-9.3,26.66,34.4,16.73,-0.34,50.0,35.5,7.77,158.7,32.3,483.3,43.3,13,30,6,8594.6,19.6,Low,9.8,Low,13.5,Low,14.8,Low,1.452,12475.4
5870,2017,Maharashtra,Ratnagiri,Konkan,Rice,Kharif,2096.6,-16.1,26.63,36.94,15.78,-0.37,89.4,70.0,6.64,360.6,45.2,305.2,6.4,24,0,10,3656.1,0.0,Low,28.7,Low,42.5,Medium,20.1,Low,1.146,4188.6
5871,2015,Maharashtra,Satara,Western Maharashtra,Cotton,Kharif,1004.9,25.6,27.89,38.93,19.57,2.39,56.9,43.4,6.65,182.8,24.1,459.4,43.7,43,28,7,1476.1,7.0,Low,53.9,Medium,16.1,Low,24.7,Low,0.229,337.7
5872,2016,Maharashtra,Raigad,Konkan,Cotton,Kharif,2705.6,8.2,28.26,39.59,19.65,1.26,82.8,47.3,7.25,359.7,46.0,407.6,30.5,42,0,19,4824.7,0.0,Low,56.7,Medium,100.0,High,43.7,Medium,0.08,386.0
5873,2004,Maharashtra,Satara,Western Maharashtra,Maize,Kharif,893.4,11.7,24.82,33.11,13.97,-0.68,61.6,51.5,7.17,324.6,16.8,302.4,26.3,2,22,7,2468.9,5.5,Low,1.5,Low,15.7,Low,6.7,Low,2.163,5339.5
5874,2010,Maharashtra,Beed,Marathwada,Soybean,Kharif,725.8,3.7,26.51,38.03,20.18,-0.49,58.7,61.6,7.25,275.5,9.0,469.9,8.2,32,14,7,1065.3,3.5,Low,40.6,Medium,15.7,Low,18.8,Low,0.694,739.8
5875,2012,Maharashtra,Beed,Marathwada,Sugarcane,Annual,708.3,1.2,27.97,35.46,19.04,0.97,49.0,23.1,6.69,226.2,42.0,348.0,77.0,13,16,5,1431.7,33.2,Low,12.3,Low,11.2,Low,20.8,Low,45.054,64503.8
5876,2001,Maharashtra,Solapur,Western Maharashtra,Soybean,Kharif,664.5,-16.9,26.62,34.96,20.63,1.12,59.7,28.3,7.6,273.1,17.0,162.8,22.6,18,19,2,34179.6,6.4,Low,13.5,Low,4.5,Low,8.3,Low,0.547,18681.4
5877,2018,Maharashtra,Wardha,Vidarbha,Wheat,Rabi,1009.0,6.2,26.4,36.03,18.45,-0.6,44.8,58.1,7.86,433.7,26.8,385.2,84.2,13,14,7,4586.4,3.5,Low,15.4,Low,47.9,Medium,18.5,Low,0.457,2096.5
5878,2006,Maharashtra,Thane,Konkan,Soybean,Kharif,3158.0,26.3,26.44,36.74,20.56,-0.56,84.0,56.6,6.18,202.1,37.2,528.8,47.3,23,0,21,7327.9,0.0,Low,26.8,Low,100.0,High,33.9,Low,0.08,586.2
5879,2016,Maharashtra,Kolhapur,Western Maharashtra,Soybean,Kharif,1027.2,28.4,26.34,36.2,18.42,0.84,59.5,62.8,6.76,318.1,22.6,393.7,37.3,35,5,6,4717.4,1.2,Low,32.9,Low,20.1,Low,16.4,Low,0.733,3456.8
5880,2020,Maharashtra,Sindhudurg,Konkan,Cotton,Kharif,1851.0,-26.0,27.07,34.49,17.73,0.07,69.6,60.2,6.87,175.5,30.7,215.5,47.0,20,0,10,2380.7,0.0,Low,15.0,Low,81.0,High,25.2,Low,0.08,190.5
5881,2011,Maharashtra,Bhandara,Vidarbha,Rice,Kharif,1020.3,7.4,28.85,38.58,21.48,1.85,63.6,35.6,6.7,455.6,12.2,309.8,38.9,41,17,6,2762.2,8.5,Low,50.5,Medium,13.5,Low,23.6,Low,1.475,4074.4
5882,2024,Maharashtra,Beed,Marathwada,Sugarcane,Annual,642.4,-8.2,28.36,38.05,22.97,1.36,59.4,20.5,7.61,344.5,25.6,332.2,81.9,28,46,2,3090.4,46.3,Medium,37.8,Medium,4.5,Low,33.0,Low,48.401,149577.2
5883,2017,Maharashtra,Osmanabad,Marathwada,Sugarcane,Annual,751.3,7.3,27.1,38.16,20.59,0.1,53.9,43.2,6.74,294.3,28.3,385.8,100.0,37,20,6,5179.8,25.3,Low,45.1,Medium,13.5,Low,28.9,Low,43.419,224902.9
5884,2005,Maharashtra,Solapur,Western Maharashtra,Wheat,Rabi,952.2,19.0,24.81,32.46,15.09,-0.69,71.4,52.6,7.44,243.4,41.3,218.6,46.4,5,6,6,3394.4,1.5,Low,3.8,Low,40.0,Medium,11.9,Low,0.607,2059.4
5885,2008,Maharashtra,Ratnagiri,Konkan,Sugarcane,Annual,2861.4,14.5,28.47,39.63,23.19,1.47,63.3,43.9,8.4,167.2,44.6,324.6,94.3,39,0,19,5772.5,0.0,Low,54.7,Medium,86.4,High,39.7,Medium,14.997,86568.0
5886,2004,Maharashtra,Sindhudurg,Konkan,Sugarcane,Annual,2768.0,10.7,28.77,38.31,22.73,1.77,77.2,58.5,6.96,197.5,16.5,113.3,71.6,33,0,16,1889.5,0.0,Low,43.0,Medium,76.0,High,33.2,Low,14.24,26907.1
5887,2014,Maharashtra,Thane,Konkan,Maize,Kharif,1675.3,-33.0,26.91,41.04,22.69,-0.09,84.4,63.3,6.56,260.4,39.8,275.6,58.8,57,0,6,9372.6,0.0,Low,76.0,High,67.6,High,42.0,Medium,0.409,3829.4
5888,2019,Maharashtra,Parbhani,Marathwada,Rice,Kharif,742.9,6.1,29.01,35.72,17.87,2.01,57.8,37.1,7.79,203.3,8.4,220.2,36.9,10,21,4,7163.4,23.3,Low,11.5,Low,9.0,Low,15.8,Low,0.858,6146.3
5889,2025,Maharashtra,Gondia,Vidarbha,Sugarcane,Annual,1259.0,32.5,28.29,36.82,21.04,1.29,52.5,55.1,6.72,172.3,29.4,215.1,77.2,18,24,10,10270.8,6.0,Low,23.5,Low,22.5,Low,15.9,Low,51.031,524131.3
5890,2014,Maharashtra,Beed,Marathwada,Maize,Kharif,747.5,6.8,26.62,37.14,16.9,-0.38,69.2,46.9,5.94,263.7,35.6,311.9,28.3,26,21,7,8663.7,5.2,Low,31.3,Low,15.7,Low,16.5,Low,2.271,19674.9
