record_id,year,state,district,agro_climatic_region,crop,season,annual_rainfall_mm,rainfall_anomaly_pct,avg_temperature_c,max_temperature_c,min_temperature_c,temperature_anomaly_c,humidity_pct,soil_moisture_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,irrigation_pct,hot_days,consecutive_dry_days,heavy_rain_days,cultivated_area_ha,drought_risk_score,drought_risk,heat_risk_score,heat_risk,flood_risk_score,flood_risk,overall_climate_risk_score,overall_climate_risk,yield_tonnes_per_ha,production_tonnes,rainfall_requirement_ratio,rainfall_deficit_index,heat_stress_index,drought_stress_index,soil_fertility_index,irrigation_adequacy,extreme_weather_days,rainfall_soil_interaction,temperature_rainfall_interaction,growing_condition_score
6508,2025,Maharashtra,Raigad,Konkan,Soybean,Kharif,2144.0,-14.2,25.28,32.58,19.74,-1.72,77.0,51.6,6.41,381.4,34.1,236.3,54.4,11,0,14,3715.8,0.0,Low,8.2,Low,100.0,High,27.7,Low,0.08,297.3,2.8586666666666667,0.284,0.07071428571428572,0.22299999999999998,0.728275,1.3599999999999999,32.0,1.9667626666666669,0.24423999999999998,62.26478571428572
6509,2009,Maharashtra,Ratnagiri,Konkan,Cotton,Kharif,2857.9,14.3,27.83,35.19,21.48,0.83,69.0,61.2,5.94,241.0,25.1,310.1,34.2,14,0,15,2106.6,0.0,Low,11.6,Low,100.0,High,28.8,Low,0.08,168.5,3.0,0.0,0.10306249999999983,0.11179999999999998,0.5736750000000002,0.76,36.5,2.4480000000000004,0.11869,56.447562500000004
6510,2006,Maharashtra,Jalgaon,Khandesh,Wheat,Rabi,653.2,-9.3,29.45,39.9,20.93,1.95,56.0,50.7,7.35,327.4,22.3,292.7,37.5,45,26,6,4430.9,6.5,Low,60.7,Medium,13.5,Low,26.1,Low,0.106,471.4,1.3064,0.18600000000000003,0.9699107142857142,0.32002857142857144,0.643725,0.6818181818181818,80.0,0.8831264000000001,-0.18135,60.37553625541127
6511,2015,Maharashtra,Nandurbar,Khandesh,Sugarcane,Annual,680.1,-5.5,27.0,36.14,19.66,-0.5,48.8,31.2,6.44,378.1,38.5,273.3,52.5,22,55,2,3494.2,37.3,Medium,22.8,Low,4.5,Low,24.3,Low,39.764,138944.9,0.4534,0.11,0.15105357142857148,0.4677142857142857,0.7704625,0.65625,80.0,0.18861440000000002,0.0275,65.47844642857143
6512,2024,Maharashtra,Sangli,Western Maharashtra,Maize,Kharif,993.7,24.2,25.07,36.68,16.05,-0.43,63.9,46.4,6.18,307.9,28.1,268.6,69.4,19,10,7,14292.5,2.5,Low,23.5,Low,19.9,Low,13.8,Low,2.07,29583.6,1.5287692307692309,0.0,0.30639285714285713,0.16879047619047619,0.6397375,1.5422222222222224,39.5,0.9457985641025641,-0.10405999999999999,71.75936996336996
6513,2021,Maharashtra,Bhandara,Vidarbha,Soybean,Kharif,1018.0,7.2,28.0,35.82,17.99,1.0,51.2,49.6,7.85,267.1,23.7,243.1,44.3,26,12,2,545.7,3.0,Low,24.0,Low,10.4,Low,11.8,Low,0.659,359.6,1.3573333333333333,0.0,0.2922678571428572,0.1917952380952381,0.5257375,1.1075,41.0,0.8976497777777778,0.07200000000000001,73.40184325396825
6514,2020,Maharashtra,Aurangabad,Marathwada,Soybean,Kharif,921.8,31.7,27.51,35.32,18.07,0.51,64.3,53.5,5.98,85.6,26.6,291.7,40.6,2,18,7,2780.5,4.5,Low,3.2,Low,15.7,Low,6.9,Low,0.563,1565.6,1.2290666666666665,0.0,0.10360714285714288,0.2082095238095238,0.4798500000000001,1.0150000000000001,30.5,0.8767342222222222,0.16167,78.49178174603175
6515,2015,Maharashtra,Satara,Western Maharashtra,Maize,Kharif,836.1,4.5,28.32,41.19,19.8,2.82,62.1,54.8,7.23,249.3,25.1,213.5,5.9,50,23,2,4780.9,5.8,Low,71.5,High,4.5,Low,27.2,Low,1.378,6589.6,1.2863076923076924,0.0,0.8157410714285713,0.2600047619047619,0.5843125,0.13111111111111112,76.0,0.9398621538461538,0.12689999999999999,51.9138946123321
6516,2005,Maharashtra,Washim,Vidarbha,Soybean,Kharif,869.0,-8.5,26.83,35.41,21.13,-0.17,66.7,47.8,6.75,291.0,21.9,90.1,32.3,14,21,1,5209.0,5.2,Low,12.8,Low,2.2,Low,7.0,Low,0.665,3465.5,1.1586666666666667,0.17,0.18693749999999976,0.3078666666666667,0.580175,0.8074999999999999,36.5,0.7384568888888889,0.014450000000000001,75.05165972222223
6517,2025,Maharashtra,Latur,Marathwada,Rice,Kharif,504.4,-27.9,25.02,30.96,20.46,-1.98,69.0,36.8,6.95,369.1,28.6,264.9,35.5,0,35,5,4055.3,38.6,Medium,0.0,Low,11.2,Low,19.0,Low,1.171,4749.6,0.42033333333333334,0.5579999999999999,0.0,0.5371333333333332,0.7373875,0.5461538461538461,42.5,0.20624355555555554,0.55242,65.82304914529915
6518,2007,Maharashtra,Palghar,Konkan,Soybean,Kharif,1888.0,-24.5,25.84,36.96,19.45,-1.16,83.4,61.9,7.02,238.2,32.7,216.8,43.3,28,0,12,4052.6,0.0,Low,31.8,Low,96.7,High,34.7,Medium,0.08,324.2,2.517333333333333,0.49,0.38350000000000006,0.27186666666666665,0.643275,1.0825,46.0,2.077639111111111,0.2842,58.61966666666667
6519,2011,Maharashtra,Gondia,Vidarbha,Cotton,Kharif,745.9,-21.5,27.36,34.76,19.29,0.36,53.0,36.4,7.3,178.1,26.1,338.2,42.1,16,39,6,8383.6,9.8,Low,12.0,Low,13.5,Low,11.4,Low,0.242,2028.9,0.932375,0.43,0.10285714285714286,0.5042095238095238,0.5984125,0.9355555555555556,64.0,0.4525126666666666,-0.0774,77.7160873015873
6520,2008,Maharashtra,Amravati,Vidarbha,Soybean,Kharif,820.7,-13.6,29.29,39.41,27.3,2.29,61.9,44.9,6.64,187.0,35.3,356.7,43.8,40,16,5,9829.2,4.0,Low,54.3,Medium,11.2,Low,22.4,Low,0.654,6429.1,1.0942666666666667,0.272,0.6290803571428569,0.3203047619047619,0.7017249999999999,1.095,63.5,0.6551009777777778,-0.31144,75.00051686507938
6521,2014,Maharashtra,Sindhudurg,Konkan,Cotton,Kharif,2828.0,13.1,27.0,37.11,21.45,0.0,71.7,68.4,7.69,411.5,9.6,255.4,50.7,28,0,14,4971.6,0.0,Low,32.6,Low,100.0,High,35.8,Medium,0.08,397.7,3.0,0.0,0.3250625,0.0713,0.5644499999999999,1.1266666666666667,49.0,2.736,0.0,59.6530625
6522,2007,Maharashtra,Ratnagiri,Konkan,Soybean,Kharif,3667.7,46.7,26.54,35.58,16.95,-0.46,74.9,63.8,5.73,278.9,24.7,389.6,27.3,12,0,20,11198.3,0.0,Low,12.2,Low,100.0,High,29.0,Low,0.08,895.9,3.0,0.0,0.18576785714285704,0.11003333333333333,0.6088625000000001,0.6825,42.0,2.5519999999999996,-0.21482000000000004,55.05406547619048
6523,2020,Maharashtra,Osmanabad,Marathwada,Sugarcane,Annual,901.3,28.8,26.47,39.52,18.99,-0.53,51.8,33.4,6.4,257.7,27.0,115.5,92.3,54,33,7,2195.6,21.6,Low,65.4,Medium,15.7,Low,34.6,Medium,31.877,69989.9,0.6008666666666667,0.0,0.5891428571428574,0.28779523809523805,0.5538125,1.15375,97.5,0.26758595555555553,-0.15264,64.4935515873016
6524,2002,Maharashtra,Buldhana,Vidarbha,Cotton,Kharif,1152.5,21.3,25.24,34.93,19.78,-1.76,56.8,51.5,6.04,415.1,31.9,250.6,30.1,15,14,5,11744.3,3.5,Low,11.2,Low,21.7,Low,10.6,Low,0.241,2834.9,1.440625,0.0,0.09642857142857143,0.20823333333333333,0.6898,0.6688888888888889,36.5,0.9892291666666667,-0.37488,72.11693253968254
6525,2021,Maharashtra,Nashik,Western Maharashtra,Rice,Kharif,651.5,-18.6,25.73,34.9,13.83,0.23,52.1,26.7,5.84,248.5,42.1,261.8,43.3,16,28,6,2416.0,32.9,Low,12.0,Low,13.5,Low,21.2,Low,0.953,2303.1,0.5429166666666667,0.37200000000000005,0.10285714285714286,0.4679,0.6267125,0.6661538461538461,53.0,0.19327833333333336,-0.042780000000000006,63.81641422466423
6526,2013,Maharashtra,Nanded,Marathwada,Wheat,Rabi,701.2,0.2,26.85,35.84,19.08,-0.15,63.3,44.0,8.19,421.9,11.5,165.6,60.6,22,29,5,2351.0,7.2,Low,21.1,Low,12.6,Low,13.2,Low,0.596,1400.0,1.4024,0.0,0.5429285714285716,0.2670190476190476,0.46655,1.1018181818181818,58.5,0.8227413333333334,-0.0003,66.2137380952381
6527,2022,Maharashtra,Nanded,Marathwada,Rice,Kharif,708.3,1.2,25.86,33.88,16.17,-1.14,55.5,32.5,6.84,379.5,28.3,314.6,26.1,12,20,4,12258.7,24.7,Low,9.0,Low,9.0,Low,15.6,Low,1.734,21259.9,0.5902499999999999,0.0,0.07714285714285715,0.30128095238095237,0.7809875000000001,0.40153846153846157,38.0,0.255775,-0.01368,64.33087637362638
6528,2014,Maharashtra,Nashik,Western Maharashtra,Cotton,Kharif,805.3,0.7,25.3,33.03,15.3,-0.2,68.8,46.5,6.3,225.9,37.3,353.6,29.1,0,17,9,14134.4,4.2,Low,0.0,Low,20.2,Low,6.8,Low,0.229,3236.4,1.0066249999999999,0.0,0.0,0.2387571428571429,0.6919875,0.6466666666666667,30.5,0.6241074999999999,-0.0013999999999999998,79.06266666666667
6529,2019,Maharashtra,Dhule,Khandesh,Wheat,Rabi,749.2,4.1,26.64,37.52,16.03,-0.86,60.0,60.0,8.13,357.8,45.5,272.1,48.0,24,19,9,4038.7,4.8,Low,31.9,Low,26.4,Low,19.1,Low,0.595,2404.5,1.4984000000000002,0.0,0.6712857142857145,0.18342857142857144,0.6709249999999999,0.8727272727272727,56.5,1.1987200000000002,-0.03526,68.49709307359306
6530,2011,Maharashtra,Satara,Western Maharashtra,Sugarcane,Annual,1022.3,27.8,24.46,32.46,17.84,-1.04,53.4,39.4,7.24,234.8,37.6,275.9,86.8,5,0,7,3330.7,7.8,Low,3.8,Low,15.7,Low,8.4,Low,17.195,57270.4,0.6815333333333333,0.0,0.03214285714285714,0.13186666666666666,0.6677,1.085,15.5,0.35803217777777774,-0.28912000000000004,78.07074603174601
6531,2022,Maharashtra,Sangli,Western Maharashtra,Sugarcane,Annual,879.9,10.0,26.36,33.8,15.95,0.86,53.0,28.4,7.73,182.0,15.0,281.4,67.6,0,22,5,5090.9,21.4,Low,0.0,Low,11.2,Low,11.8,Low,27.298,138970.7,0.5866,0.0,0.0,0.2820190476190476,0.46319999999999995,0.845,29.5,0.22212586666666667,0.086,66.84733333333334
6532,2015,Maharashtra,Palghar,Konkan,Sugarcane,Annual,2017.1,-19.3,26.26,37.34,16.69,-0.74,88.1,65.3,8.25,328.4,32.7,507.4,81.7,40,0,12,4006.0,0.0,Low,42.9,Medium,37.5,Medium,23.5,Low,39.665,158896.5,1.3447333333333333,0.386,0.34926785714285735,0.18573333333333333,0.6875,1.02125,58.0,1.170814488888889,0.14282,80.17875992063492
6533,2013,Maharashtra,Nashik,Western Maharashtra,Cotton,Kharif,961.3,20.2,27.45,34.73,19.45,1.95,63.5,47.2,6.04,224.4,24.6,245.8,28.4,18,15,5,3556.9,3.8,Low,13.5,Low,11.2,Low,8.8,Low,0.269,956.8,1.201625,0.0,0.11571428571428571,0.22855238095238092,0.54115,0.6311111111111111,40.5,0.7562226666666667,0.39390000000000003,70.93575793650794
6534,2007,Maharashtra,Nashik,Western Maharashtra,Cotton,Kharif,880.0,10.0,24.2,36.63,16.14,-1.3,42.1,46.6,8.05,246.5,5.1,252.7,51.2,24,14,2,3937.1,3.5,Low,27.0,Low,4.5,Low,11.5,Low,0.194,762.6,1.1,0.0,0.2663482142857145,0.20346666666666666,0.39966249999999987,1.1377777777777778,41.0,0.6834666666666668,-0.13,74.75802678571428
6535,2019,Maharashtra,Sindhudurg,Konkan,Rice,Kharif,3140.3,25.6,26.75,39.7,16.36,-0.25,66.6,62.6,7.55,158.1,34.7,459.8,15.7,46,0,16,1065.8,0.0,Low,60.3,Medium,100.0,High,44.9,Medium,0.193,205.8,2.616916666666667,0.0,0.6188392857142859,0.12563333333333332,0.6584625,0.24153846153846154,70.0,2.1842531111111114,-0.064,40.41076327838828
6536,2009,Maharashtra,Gadchiroli,Vidarbha,Sugarcane,Annual,702.1,-26.1,27.52,32.09,19.21,0.52,70.8,37.9,7.99,324.9,5.0,316.1,59.6,0,44,8,3825.7,33.5,Low,0.0,Low,18.0,Low,18.6,Low,40.541,155097.7,0.4680666666666667,0.522,0.0,0.5353380952380953,0.4873624999999999,0.745,56.0,0.23652968888888887,-0.13572,65.88836111111111
6537,2025,Maharashtra,Parbhani,Marathwada,Soybean,Kharif,992.0,41.7,29.04,35.32,23.93,2.04,56.7,63.8,6.09,148.2,21.0,80.0,66.8,12,0,5,9595.4,0.0,Low,10.8,Low,15.2,Low,7.4,Low,0.432,4146.3,1.3226666666666667,0.0,0.16789285714285718,0.07053333333333334,0.39887500000000004,1.67,19.5,1.1251484444444444,0.8506800000000001,77.0946626984127
6538,2020,Maharashtra,Raigad,Konkan,Cotton,Kharif,2654.4,6.2,27.98,39.23,17.41,0.98,82.4,45.2,5.48,202.1,18.1,401.4,28.4,44,0,15,3641.3,0.0,Low,56.3,Medium,100.0,High,43.6,Medium,0.08,291.3,3.0,0.0,0.5736696428571426,0.17093333333333333,0.5025125,0.6311111111111111,66.5,1.8080000000000003,0.060759999999999995,41.120760912698415
6539,2017,Maharashtra,Pune,Western Maharashtra,Maize,Kharif,788.0,-1.5,25.46,33.27,16.53,-0.04,67.8,47.2,6.76,319.2,22.3,325.3,19.1,8,32,6,4231.4,8.0,Low,6.0,Low,13.5,Low,8.7,Low,2.043,8645.7,1.2123076923076923,0.03,0.05142857142857143,0.32120952380952383,0.71865,0.42444444444444446,49.0,0.762945641025641,0.0006,71.13866544566545
6540,2010,Maharashtra,Bhandara,Vidarbha,Soybean,Kharif,815.7,-14.1,27.12,40.14,18.67,0.12,66.1,43.5,8.03,193.3,25.5,264.0,46.8,41,29,3,12038.4,7.2,Low,59.0,Medium,6.8,Low,24.2,Low,0.718,8640.9,1.0876000000000001,0.282,0.6856964285714287,0.3811857142857143,0.47656250000000006,1.17,74.5,0.6308080000000001,-0.01692,69.38580357142857
6541,2022,Maharashtra,Sangli,Western Maharashtra,Sugarcane,Annual,578.1,-27.7,24.78,37.16,16.95,-0.72,43.6,13.4,8.59,150.7,21.1,218.0,76.3,20,48,3,8037.1,56.9,Medium,26.9,Low,6.8,Low,34.4,Medium,12.189,97966.9,0.3854,0.5539999999999999,0.20832142857142832,0.6286476190476189,0.3349375,0.95375,72.5,0.06885813333333334,0.19943999999999998,55.97892857142857
6542,2002,Maharashtra,Sindhudurg,Konkan,Cotton,Kharif,1931.2,-22.8,28.51,35.41,22.06,1.51,84.2,67.6,6.38,135.2,31.1,406.2,32.3,19,0,11,16406.5,0.0,Low,16.5,Low,88.8,High,27.6,Low,0.08,1312.5,2.414,0.456,0.15033035714285692,0.25196666666666667,0.6406000000000001,0.7177777777777777,35.5,2.1758186666666663,-0.34428000000000003,59.372600198412705
6543,2001,Maharashtra,Nagpur,Vidarbha,Cotton,Kharif,665.9,-29.9,26.9,37.19,18.22,-0.1,57.3,41.4,7.61,206.5,34.8,144.8,27.8,41,38,3,2997.9,10.6,Low,42.8,Medium,6.8,Low,20.3,Low,0.211,632.1,0.832375,0.598,0.4141339285714284,0.5563571428571429,0.5242125,0.6177777777777778,83.5,0.45947099999999996,0.029900000000000003,64.87404662698412
6544,2014,Maharashtra,Latur,Marathwada,Wheat,Rabi,713.1,1.9,27.47,35.57,21.56,0.47,58.5,46.5,6.96,217.2,25.3,391.2,55.8,16,33,6,1382.4,8.2,Low,15.1,Low,16.1,Low,12.5,Low,0.388,535.7,1.4262000000000001,0.0,0.4857946428571429,0.28062857142857145,0.68785,1.0145454545454544,58.0,0.8842440000000001,0.008929999999999999,71.76674702380953
6545,2020,Maharashtra,Beed,Marathwada,Maize,Kharif,467.0,-33.3,26.38,33.6,20.8,-0.62,54.9,25.8,5.87,299.4,29.8,258.7,43.6,0,41,4,5684.9,29.2,Low,0.0,Low,9.0,Low,14.5,Low,1.651,9386.2,0.7184615384615385,0.6659999999999999,0.0,0.6292142857142857,0.599225,0.9688888888888889,47.0,0.24715076923076926,0.20645999999999998,73.5499700854701
6546,2014,Maharashtra,Osmanabad,Marathwada,Wheat,Rabi,626.8,-10.5,25.75,35.66,20.11,-1.25,64.2,50.6,7.19,207.2,34.3,310.1,37.0,18,15,7,3044.7,3.8,Low,17.1,Low,15.7,Low,11.2,Low,0.74,2254.3,1.2535999999999998,0.21,0.5048392857142855,0.2821190476190476,0.6572999999999999,0.6727272727272727,43.5,0.8457621333333333,0.13125,68.29462283549785
6547,2018,Maharashtra,Nanded,Marathwada,Wheat,Rabi,475.2,-32.1,29.9,43.12,23.33,2.9,77.2,35.6,6.79,195.1,12.5,528.0,50.2,60,48,7,8483.3,12.0,Low,89.7,High,15.7,Low,38.6,Medium,0.098,829.1,0.9504,0.642,1.0,0.6115476190476189,0.6831875,0.9127272727272728,118.5,0.4511232,-0.9309000000000001,65.58496212121211
6548,2010,Maharashtra,Nagpur,Vidarbha,Rice,Kharif,886.3,-6.7,27.87,35.21,14.71,0.87,41.6,28.8,7.29,256.9,36.8,132.5,13.3,16,33,6,1677.8,20.4,Low,13.1,Low,13.5,Low,16.3,Low,1.26,2113.8,0.7385833333333333,0.134,0.11729464285714292,0.4290285714285714,0.5995625,0.20461538461538462,58.0,0.283616,-0.058289999999999995,57.647193605006095
6549,2016,Maharashtra,Washim,Vidarbha,Soybean,Kharif,834.2,-12.2,28.32,38.29,19.37,1.32,72.5,58.7,6.82,272.4,24.7,391.8,39.9,46,9,5,2353.8,2.2,Low,52.6,Medium,11.2,Low,21.1,Low,0.759,1787.3,1.1122666666666667,0.244,0.5906517857142857,0.2384047619047619,0.7371499999999999,0.9974999999999999,62.5,0.8705340444444446,-0.16104,79.61544543650794
6550,2009,Maharashtra,Nashik,Western Maharashtra,Sugarcane,Annual,814.5,1.8,24.78,36.5,17.04,-0.72,64.0,34.0,6.64,275.5,38.2,154.7,80.4,24,29,5,8669.0,24.6,Low,26.3,Low,11.2,Low,21.8,Low,15.797,136948.2,0.543,0.0,0.1886607142857143,0.28055238095238094,0.6705374999999999,1.0050000000000001,60.5,0.24616,-0.012960000000000001,72.03083928571428
6551,2017,Maharashtra,Ahmednagar,Western Maharashtra,Soybean,Kharif,669.5,-16.3,27.89,37.78,19.8,2.39,56.3,37.2,6.36,215.8,29.9,267.6,54.9,38,36,9,7210.0,9.0,Low,43.8,Medium,20.2,Low,23.3,Low,0.623,4492.8,0.8926666666666667,0.326,0.5041607142857144,0.4394857142857143,0.613175,1.3725,87.5,0.44276266666666675,-0.38957,72.8322003968254
6552,2002,Maharashtra,Osmanabad,Marathwada,Maize,Kharif,831.5,18.8,26.61,34.38,19.96,-0.39,61.2,55.0,6.95,273.7,35.0,335.3,44.7,9,9,6,6923.8,2.2,Low,6.8,Low,13.5,Low,6.5,Low,1.954,13532.1,1.2792307692307692,0.0,0.08398214285714303,0.16053809523809523,0.7449625,0.9933333333333334,27.0,0.9381025641025641,-0.07332000000000001,83.51900503663003
6553,2004,Maharashtra,Raigad,Konkan,Wheat,Rabi,1997.7,-20.1,25.07,34.71,18.24,-1.93,71.9,61.9,7.07,233.4,16.2,160.3,29.0,20,0,11,2938.2,0.0,Low,15.0,Low,100.0,High,30.0,Low,0.08,235.1,3.0,0.402,0.4523839285714286,0.25536666666666663,0.5232749999999999,0.5272727272727272,36.5,2.476,0.38793,45.73186228354979
6554,2019,Maharashtra,Thane,Konkan,Rice,Kharif,1749.7,-30.0,26.72,36.63,15.81,-0.28,65.7,51.8,7.52,290.3,25.8,303.1,29.5,26,0,10,5267.6,0.0,Low,28.5,Low,27.8,Low,16.3,Low,1.531,8065.8,1.4580833333333334,0.6,0.2792053571428573,0.35783333333333334,0.6219875000000001,0.45384615384615384,41.0,1.0070495555555556,0.084,63.507203830891335
6555,2001,Maharashtra,Thane,Konkan,Soybean,Kharif,1933.5,-22.7,27.36,37.56,18.17,0.36,78.3,65.1,7.3,117.6,5.0,161.2,63.7,20,0,12,3098.4,0.0,Low,29.1,Low,100.0,High,34.6,Medium,0.08,247.9,2.578,0.45399999999999996,0.37332142857142875,0.22820000000000001,0.3666,1.5925,38.0,2.2377039999999995,-0.08171999999999999,54.09217857142856
6556,2014,Maharashtra,Raigad,Konkan,Wheat,Rabi,2047.4,-18.1,27.94,34.38,21.06,0.94,93.7,57.3,6.56,187.7,27.7,218.2,50.0,3,0,14,6900.8,0.0,Low,2.2,Low,100.0,High,25.7,Low,0.08,552.1,3.0,0.36200000000000004,0.3204107142857145,0.23570000000000002,0.5849125,0.9090909090909091,24.0,2.292,-0.17013999999999999,55.35390746753247
6557,2011,Maharashtra,Wardha,Vidarbha,Maize,Kharif,955.7,0.6,25.76,36.95,16.21,-1.24,73.0,52.1,6.45,296.1,31.5,410.5,10.3,16,16,8,14521.5,4.0,Low,22.7,Low,19.3,Low,14.0,Low,1.735,25198.5,1.4703076923076923,0.0,0.30566964285714304,0.23460476190476193,0.7540625000000001,0.2288888888888889,44.0,1.0213737435897436,-0.0074399999999999996,61.12885492979243
6558,2021,Maharashtra,Jalna,Marathwada,Wheat,Rabi,793.6,13.4,27.68,38.69,21.53,0.68,59.4,60.4,6.39,128.2,26.2,291.9,64.7,38,8,3,4645.0,2.0,Low,48.8,Medium,17.4,Low,21.3,Low,0.273,1269.1,1.5872,0.0,0.8417232142857142,0.11825238095238094,0.555825,1.1763636363636365,50.5,1.2782250666666666,0.09112,64.81065178571428
6559,2004,Maharashtra,Gadchiroli,Vidarbha,Soybean,Kharif,1242.3,30.8,26.3,34.96,17.01,-0.7,52.9,55.8,7.31,347.5,33.8,274.4,53.2,17,0,7,6862.7,0.0,Low,12.8,Low,38.1,Medium,13.7,Low,0.486,3334.3,1.6563999999999999,0.0,0.17528571428571435,0.11080000000000001,0.7096375,1.33,27.5,1.2323616,-0.21559999999999999,75.50346428571429
6560,2023,Maharashtra,Gadchiroli,Vidarbha,Cotton,Kharif,887.2,-6.6,27.81,35.48,19.14,0.81,66.4,44.3,5.2,244.8,28.9,329.1,13.1,26,27,6,21698.7,6.8,Low,22.1,Low,13.5,Low,13.5,Low,0.209,4539.7,1.109,0.132,0.20014285714285693,0.35114761904761904,0.51205,0.2911111111111111,62.0,0.6550493333333333,-0.05346,63.057746031746035
6561,2003,Maharashtra,Sindhudurg,Konkan,Soybean,Kharif,1899.0,-24.0,29.7,38.89,18.77,2.7,90.7,65.2,6.53,197.0,23.8,275.5,8.9,37,0,10,4805.9,0.0,Low,49.1,Medium,93.0,High,39.5,Medium,0.08,384.5,2.532,0.48,0.574044642857143,0.2917666666666666,0.5961250000000001,0.2225,52.0,2.201152,-0.6480000000000001,40.148497023809526
6562,2020,Maharashtra,Latur,Marathwada,Maize,Kharif,831.8,18.8,24.86,33.99,16.47,-2.14,52.2,47.3,7.02,242.9,25.4,459.0,27.3,12,32,6,5987.1,8.0,Low,9.0,Low,13.5,Low,9.7,Low,2.198,13162.2,1.2796923076923077,0.0,0.07714285714285715,0.3021761904761905,0.7308125000000001,0.6066666666666667,53.0,0.8070592820512821,-0.40232000000000007,73.54423534798535
6563,2012,Maharashtra,Kolhapur,Western Maharashtra,Sugarcane,Annual,934.7,16.8,26.76,36.07,17.23,1.26,78.0,45.2,7.09,231.0,23.2,372.4,63.1,25,28,6,1706.4,18.8,Low,24.7,Low,13.5,Low,19.4,Low,38.026,64887.2,0.6231333333333333,0.0,0.16552678571428575,0.2562333333333333,0.660325,0.7887500000000001,62.0,0.3755416888888889,0.21168000000000003,72.27082043650795
6564,2021,Maharashtra,Nanded,Marathwada,Cotton,Kharif,738.3,5.5,26.02,34.43,14.93,-0.98,53.1,43.0,7.5,186.2,17.8,342.6,53.2,9,27,8,47296.2,6.8,Low,6.8,Low,18.0,Low,9.6,Low,0.244,11563.6,0.9228749999999999,0.0,0.05785714285714286,0.26918095238095235,0.539175,1.1822222222222223,48.0,0.5291149999999999,-0.053899999999999997,80.09689285714285
6565,2013,Maharashtra,Nanded,Marathwada,Sugarcane,Annual,770.1,10.0,29.06,34.1,25.09,2.06,51.2,37.3,7.11,290.5,49.6,312.1,68.6,6,32,6,1361.3,27.4,Low,4.5,Low,13.5,Low,16.4,Low,53.616,72987.3,0.5134,0.0,0.038571428571428576,0.2942095238095238,0.7968624999999999,0.8574999999999999,47.0,0.2553309333333333,0.20600000000000002,74.34534523809523
6566,2013,Maharashtra,Nanded,Marathwada,Sugarcane,Annual,748.4,6.9,27.36,35.55,18.2,0.36,40.2,21.6,7.14,337.3,33.0,492.3,75.6,24,37,7,26446.8,38.1,Medium,21.0,Low,15.7,Low,26.9,Low,52.317,1383607.1,0.49893333333333334,0.0,0.1542857142857143,0.36097142857142855,0.8294625,0.945,71.5,0.1436928,0.02484,70.58385317460316
6567,2008,Maharashtra,Nagpur,Vidarbha,Cotton,Kharif,876.1,-7.8,26.92,36.07,17.3,-0.08,52.6,51.3,7.6,211.8,5.0,303.1,36.1,19,3,4,2475.1,0.8,Low,20.2,Low,9.0,Low,9.2,Low,0.227,563.0,1.0951250000000001,0.156,0.1957053571428572,0.21035714285714285,0.458925,0.8022222222222223,28.0,0.7490655,0.00624,74.38194742063492
6568,2021,Maharashtra,Amravati,Vidarbha,Cotton,Kharif,1310.9,38.0,28.14,37.84,17.0,1.14,57.9,53.6,6.67,296.2,23.2,264.1,13.2,29,3,8,6628.8,0.8,Low,37.3,Medium,39.4,Medium,22.5,Low,0.171,1135.3,1.6386250000000002,0.0,0.3816785714285717,0.1709904761904762,0.666925,0.29333333333333333,44.0,1.1710706666666668,0.4331999999999999,57.12957142857141
6569,2017,Maharashtra,Pune,Western Maharashtra,Rice,Kharif,537.9,-32.8,26.32,34.17,19.68,0.82,63.2,24.4,6.59,381.3,40.9,332.4,31.9,22,48,6,1909.1,45.9,Medium,16.5,Low,13.5,Low,28.1,Low,1.38,2634.9,0.44825,0.6559999999999999,0.14142857142857143,0.6720809523809523,0.8327625,0.49076923076923074,79.0,0.14583066666666664,-0.26896,61.66003937728938
6570,2003,Maharashtra,Sindhudurg,Konkan,Cotton,Kharif,2313.9,-7.4,26.72,35.12,14.37,-0.28,82.8,62.3,6.55,243.9,28.5,516.7,10.8,25,0,14,2492.8,0.0,Low,19.4,Low,100.0,High,31.4,Low,0.08,199.4,2.892375,0.14800000000000002,0.16896428571428554,0.18333333333333335,0.7636875,0.24000000000000002,46.0,2.4025994999999996,0.020720000000000006,49.15261904761905
6571,2019,Maharashtra,Mumbai Suburban,Konkan,Maize,Kharif,2108.1,-15.7,28.6,37.83,21.91,1.6,79.3,55.3,5.43,275.9,31.1,494.5,32.0,35,0,12,4159.7,0.0,Low,41.8,Medium,100.0,High,38.8,Medium,0.08,332.8,3.0,0.314,0.4883124999999999,0.24356666666666665,0.6539375,0.7111111111111111,53.0,2.2119999999999997,-0.25120000000000003,49.722951388888895
6572,2002,Maharashtra,Chandrapur,Vidarbha,Cotton,Kharif,874.9,-7.9,26.76,32.54,18.54,-0.24,59.2,50.4,6.32,313.2,31.8,339.7,55.8,0,28,5,9084.9,7.0,Low,0.0,Low,11.2,Low,5.8,Low,0.345,3132.4,1.093625,0.158,0.0,0.30150000000000005,0.7146,1.24,35.5,0.734916,0.018959999999999998,86.17158333333333
